study site,impact types,quadrat,trial,burrow size,latitude,longitude,beach width,distance to vegetation,day,month,year
Surfside Beach 1,HI,T5,2,17,33.605265,-78.972067,23.94,27.54,12,June,2016
Surfside Beach 1,HI,T5,2,16,33.605265,-78.972067,23.94,28.49,12,June,2016
Surfside Beach 1,HI,T5,3,18,33.605265,-78.972067,23.94,27.29,12,June,2016
Surfside Beach 1,HI,T5,3,26,33.605265,-78.972067,23.94,24.21,12,June,2016
Surfside Beach 1,HI,T5,3,21,33.605265,-78.972067,23.94,28.25,12,June,2016
Surfside Beach 1,HI,T5,3,17,33.605265,-78.972067,23.94,24.16,12,June,2016
Surfside Beach 1,HI,T5,3,23,33.605265,-78.972067,23.94,24.56,12,June,2016
Surfside Beach 1,HI,T5,3,24,33.605265,-78.972067,23.94,25.32,12,June,2016
Surfside Beach 1,HI,T5,3,20,33.605265,-78.972067,23.94,25.84,12,June,2016
Surfside Beach 1,HI,T5,3,17,33.605265,-78.972067,23.94,27.45,12,June,2016
Surfside Beach 1,HI,T5,3,15,33.605265,-78.972067,23.94,27.13,12,June,2016
Surfside Beach 1,HI,T5,3,22,33.605265,-78.972067,23.94,24.82,12,June,2016
Surfside Beach 1,HI,T5,3,19,33.605265,-78.972067,23.94,17.26,12,June,2016
Surfside Beach 1,HI,T5,3,13,33.605265,-78.972067,23.94,28.19,12,June,2016
Surfside Beach 2,HI,T1,1,35,33.605265,-78.972067,29.21,0.58,3,August,2016
Surfside Beach 2,HI,T1,1,28,33.605265,-78.972067,29.21,2.48,3,August,2016
Surfside Beach 2,HI,T1,1,17,33.605265,-78.972067,29.21,4.13,3,August,2016
Surfside Beach 2,HI,T1,1,16,33.605265,-78.972067,29.21,4.75,3,August,2016
Surfside Beach 2,HI,T1,1,21,33.605265,-78.972067,29.21,4.41,3,August,2016
Surfside Beach 2,HI,T1,1,41,33.605265,-78.972067,29.21,0.53,3,August,2016
Surfside Beach 2,HI,T1,1,37,33.605265,-78.972067,29.21,0.98,3,August,2016
Surfside Beach 2,HI,T1,1,29,33.605265,-78.972067,29.21,3.82,3,August,2016
Surfside Beach 2,HI,T1,1,42,33.605265,-78.972067,29.21,1.38,3,August,2016
Surfside Beach 2,HI,T1,1,29,33.605265,-78.972067,29.21,3.34,3,August,2016
Surfside Beach 2,HI,T1,1,26,33.605265,-78.972067,29.21,3.92,3,August,2016
Surfside Beach 2,HI,T1,1,38,33.605265,-78.972067,29.21,0.78,3,August,2016
Surfside Beach 2,HI,T1,1,18,33.605265,-78.972067,29.21,3.76,3,August,2016
Surfside Beach 2,HI,T1,1,36,33.605265,-78.972067,29.21,1.93,3,August,2016
Surfside Beach 2,HI,T1,1,44,33.605265,-78.972067,29.21,0.89,3,August,2016
Surfside Beach 2,HI,T1,1,34,33.605265,-78.972067,29.21,1.47,3,August,2016
Surfside Beach 2,HI,T1,1,36,33.605265,-78.972067,29.21,1.68,3,August,2016
Surfside Beach 2,HI,T1,1,26,33.605265,-78.972067,29.21,2.86,3,August,2016
Surfside Beach 2,HI,T1,2,26,33.605265,-78.972067,29.21,4.27,3,August,2016
Surfside Beach 2,HI,T1,2,36,33.605265,-78.972067,29.21,1.56,3,August,2016
Surfside Beach 2,HI,T1,2,40,33.605265,-78.972067,29.21,0.69,3,August,2016
Surfside Beach 2,HI,T1,2,22,33.605265,-78.972067,29.21,2.41,3,August,2016
Surfside Beach 2,HI,T1,2,39,33.605265,-78.972067,29.21,0.57,3,August,2016
Surfside Beach 2,HI,T1,2,41,33.605265,-78.972067,29.21,1.42,3,August,2016
Surfside Beach 2,HI,T1,2,28,33.605265,-78.972067,29.21,2.39,3,August,2016
Surfside Beach 2,HI,T1,2,25,33.605265,-78.972067,29.21,2.75,3,August,2016
Surfside Beach 2,HI,T1,2,23,33.605265,-78.972067,29.21,2.59,3,August,2016
Surfside Beach 2,HI,T1,2,40,33.605265,-78.972067,29.21,0.47,3,August,2016
Surfside Beach 2,HI,T1,2,33,33.605265,-78.972067,29.21,0.82,3,August,2016
Surfside Beach 2,HI,T1,2,42,33.605265,-78.972067,29.21,1.18,3,August,2016
Surfside Beach 2,HI,T1,2,33,33.605265,-78.972067,29.21,2.09,3,August,2016
Surfside Beach 2,HI,T1,2,44,33.605265,-78.972067,29.21,0.43,3,August,2016
Surfside Beach 2,HI,T1,2,33,33.605265,-78.972067,29.21,1.18,3,August,2016
Surfside Beach 2,HI,T1,2,35,33.605265,-78.972067,29.21,2.19,3,August,2016
Surfside Beach 2,HI,T1,3,41,33.605265,-78.972067,29.21,0.51,3,August,2016
Surfside Beach 2,HI,T1,3,33,33.605265,-78.972067,29.21,2.42,3,August,2016
Surfside Beach 2,HI,T1,3,30,33.605265,-78.972067,29.21,3.09,3,August,2016
Surfside Beach 2,HI,T1,3,26,33.605265,-78.972067,29.21,3.41,3,August,2016
Surfside Beach 2,HI,T1,3,30,33.605265,-78.972067,29.21,1.92,3,August,2016
Surfside Beach 2,HI,T1,3,32,33.605265,-78.972067,29.21,0.67,3,August,2016
Surfside Beach 2,HI,T1,3,20,33.605265,-78.972067,29.21,4.23,3,August,2016
Surfside Beach 2,HI,T1,3,27,33.605265,-78.972067,29.21,4.84,3,August,2016
Surfside Beach 2,HI,T1,3,30,33.605265,-78.972067,29.21,1.39,3,August,2016
Surfside Beach 2,HI,T1,3,31,33.605265,-78.972067,29.21,2.26,3,August,2016
Surfside Beach 2,HI,T1,3,54,33.605265,-78.972067,29.21,0.51,3,August,2016
Surfside Beach 2,HI,T1,3,26,33.605265,-78.972067,29.21,3.17,3,August,2016
Surfside Beach 2,HI,T1,3,16,33.605265,-78.972067,29.21,3.66,3,August,2016
Surfside Beach 2,HI,T1,3,41,33.605265,-78.972067,29.21,0.81,3,August,2016
Surfside Beach 2,HI,T1,3,42,33.605265,-78.972067,29.21,1.47,3,August,2016
Surfside Beach 2,HI,T1,3,36,33.605265,-78.972067,29.21,3.81,3,August,2016
Surfside Beach 2,HI,T1,3,21,33.605265,-78.972067,29.21,2.59,3,August,2016
Surfside Beach 2,HI,T1,3,19,33.605265,-78.972067,29.21,3.59,3,August,2016
Surfside Beach 2,HI,T1,3,22,33.605265,-78.972067,29.21,2.65,3,August,2016
Surfside Beach 2,HI,T1,3,23,33.605265,-78.972067,29.21,4.22,3,August,2016
Surfside Beach 2,HI,T1,3,34,33.605265,-78.972067,29.21,2.43,3,August,2016
Surfside Beach 2,HI,T1,3,18,33.605265,-78.972067,29.21,4.17,3,August,2016
Surfside Beach 2,HI,T1,3,30,33.605265,-78.972067,29.21,0.93,3,August,2016
Surfside Beach 2,HI,T1,3,28,33.605265,-78.972067,29.21,3.25,3,August,2016
Surfside Beach 2,HI,T1,3,46,33.605265,-78.972067,29.21,0.61,3,August,2016
Surfside Beach 2,HI,T1,3,16,33.605265,-78.972067,29.21,4.67,3,August,2016
Surfside Beach 2,HI,T1,3,44,33.605265,-78.972067,29.21,0.72,3,August,2016
Surfside Beach 2,HI,T2,1,26,33.605265,-78.972067,29.21,14.52,3,August,2016
Surfside Beach 2,HI,T2,1,21,33.605265,-78.972067,29.21,12.68,3,August,2016
Surfside Beach 2,HI,T2,1,34,33.605265,-78.972067,29.21,10.51,3,August,2016
Surfside Beach 2,HI,T2,1,19,33.605265,-78.972067,29.21,14.78,3,August,2016
Surfside Beach 2,HI,T2,1,28,33.605265,-78.972067,29.21,11.35,3,August,2016
Surfside Beach 2,HI,T2,1,34,33.605265,-78.972067,29.21,10.85,3,August,2016
Surfside Beach 2,HI,T2,1,46,33.605265,-78.972067,29.21,10.21,3,August,2016
Surfside Beach 2,HI,T2,1,16,33.605265,-78.972067,29.21,13.52,3,August,2016
Surfside Beach 2,HI,T2,2,21,33.605265,-78.972067,29.21,12.65,3,August,2016
Surfside Beach 2,HI,T2,2,48,33.605265,-78.972067,29.21,10.67,3,August,2016
Surfside Beach 2,HI,T2,2,34,33.605265,-78.972067,29.21,12.47,3,August,2016
Surfside Beach 2,HI,T2,2,17,33.605265,-78.972067,29.21,14.16,3,August,2016
Surfside Beach 2,HI,T2,2,19,33.605265,-78.972067,29.21,12.64,3,August,2016
Surfside Beach 2,HI,T2,2,40,33.605265,-78.972067,29.21,10.34,3,August,2016
Surfside Beach 2,HI,T2,2,30,33.605265,-78.972067,29.21,11.42,3,August,2016
Surfside Beach 2,HI,T2,2,21,33.605265,-78.972067,29.21,13.65,3,August,2016
Surfside Beach 2,HI,T2,2,22,33.605265,-78.972067,29.21,12.58,3,August,2016
Surfside Beach 2,HI,T2,2,18,33.605265,-78.972067,29.21,14.57,3,August,2016
Surfside Beach 2,HI,T2,3,29,33.605265,-78.972067,29.21,10.94,3,August,2016
Surfside Beach 2,HI,T2,3,33,33.605265,-78.972067,29.21,12.57,3,August,2016
Surfside Beach 2,HI,T2,3,26,33.605265,-78.972067,29.21,13.55,3,August,2016
Surfside Beach 2,HI,T2,3,21,33.605265,-78.972067,29.21,10.49,3,August,2016
Surfside Beach 2,HI,T3,1,19,33.605265,-78.972067,29.21,21.45,3,August,2016
Surfside Beach 2,HI,T3,1,23,33.605265,-78.972067,29.21,18.66,3,August,2016
Surfside Beach 2,HI,T3,1,22,33.605265,-78.972067,29.21,19.53,3,August,2016
Surfside Beach 2,HI,T3,1,18,33.605265,-78.972067,29.21,22.81,3,August,2016
Surfside Beach 2,HI,T3,1,20,33.605265,-78.972067,29.21,18.62,3,August,2016
Surfside Beach 2,HI,T3,1,22,33.605265,-78.972067,29.21,19.4,3,August,2016
Surfside Beach 2,HI,T3,2,17,33.605265,-78.972067,29.21,22.71,3,August,2016
Surfside Beach 2,HI,T3,2,26,33.605265,-78.972067,29.21,18.26,3,August,2016
Surfside Beach 2,HI,T3,2,22,33.605265,-78.972067,29.21,19.57,3,August,2016
Surfside Beach 2,HI,T3,2,25,33.605265,-78.972067,29.21,20.38,3,August,2016
Surfside Beach 2,HI,T3,2,33,33.605265,-78.972067,29.21,18.92,3,August,2016
Surfside Beach 2,HI,T3,3,20,33.605265,-78.972067,29.21,21.41,3,August,2016
Surfside Beach 2,HI,T3,3,26,33.605265,-78.972067,29.21,20.17,3,August,2016
Surfside Beach 2,HI,T3,3,20,33.605265,-78.972067,29.21,22.44,3,August,2016
Surfside Beach 2,HI,T3,3,16,33.605265,-78.972067,29.21,21.56,3,August,2016
Surfside Beach 2,HI,T3,3,19,33.605265,-78.972067,29.21,22.74,3,August,2016
Surfside Beach 2,HI,T3,3,23,33.605265,-78.972067,29.21,20.27,3,August,2016
Surfside Beach 2,HI,T4,1,19,33.605265,-78.972067,29.21,28.72,3,August,2016
Surfside Beach 2,HI,T4,1,19,33.605265,-78.972067,29.21,26.14,3,August,2016
Surfside Beach 2,HI,T4,1,15,33.605265,-78.972067,29.21,29.14,3,August,2016
Surfside Beach 2,HI,T4,1,20,33.605265,-78.972067,29.21,24.83,3,August,2016
Surfside Beach 2,HI,T4,1,23,33.605265,-78.972067,29.21,25.03,3,August,2016
Surfside Beach 2,HI,T4,1,31,33.605265,-78.972067,29.21,27.24,3,August,2016
Surfside Beach 2,HI,T4,2,33,33.605265,-78.972067,29.21,24.65,3,August,2016
Surfside Beach 2,HI,T4,2,25,33.605265,-78.972067,29.21,26.17,3,August,2016
Surfside Beach 2,HI,T4,2,24,33.605265,-78.972067,29.21,26.58,3,August,2016
Surfside Beach 2,HI,T4,2,23,33.605265,-78.972067,29.21,25.37,3,August,2016
Surfside Beach 2,HI,T4,2,18,33.605265,-78.972067,29.21,28.79,3,August,2016
Surfside Beach 2,HI,T4,2,28,33.605265,-78.972067,29.21,24.61,3,August,2016
Surfside Beach 2,HI,T4,3,26,33.605265,-78.972067,29.21,25.37,3,August,2016
Surfside Beach 2,HI,T4,3,21,33.605265,-78.972067,29.21,28.59,3,August,2016
Surfside Beach 2,HI,T4,3,19,33.605265,-78.972067,29.21,27.33,3,August,2016
Surfside Beach 2,HI,T4,3,30,33.605265,-78.972067,29.21,25.47,3,August,2016
Surfside Beach 2,HI,T5,1,23,33.605265,-78.972067,29.21,30.24,3,August,2016
Surfside Beach 2,HI,T5,1,18,33.605265,-78.972067,29.21,33.51,3,August,2016
Surfside Beach 2,HI,T5,1,16,33.605265,-78.972067,29.21,32.68,3,August,2016
Surfside Beach 2,HI,T5,1,26,33.605265,-78.972067,29.21,29.57,3,August,2016
Surfside Beach 2,HI,T5,1,12,33.605265,-78.972067,29.21,33.85,3,August,2016
Surfside Beach 2,HI,T5,2,29,33.605265,-78.972067,29.21,30.12,3,August,2016
Surfside Beach 2,HI,T5,2,22,33.605265,-78.972067,29.21,30.57,3,August,2016
Surfside Beach 2,HI,T5,2,24,33.605265,-78.972067,29.21,30.77,3,August,2016
Surfside Beach 2,HI,T5,2,17,33.605265,-78.972067,29.21,32.16,3,August,2016
Surfside Beach 2,HI,T5,2,22,33.605265,-78.972067,29.21,31.27,3,August,2016
Surfside Beach 2,HI,T5,2,19,33.605265,-78.972067,29.21,30.56,3,August,2016
Surfside Beach 2,HI,T5,3,20,33.605265,-78.972067,29.21,29.63,3,August,2016
Surfside Beach 2,HI,T5,3,14,33.605265,-78.972067,29.21,33.79,3,August,2016
Surfside Beach 2,HI,T5,3,16,33.605265,-78.972067,29.21,32.84,3,August,2016
Surfside Beach 2,HI,T5,3,18,33.605265,-78.972067,29.21,30.25,3,August,2016
Surfside Beach 2,HI,T5,3,12,33.605265,-78.972067,29.21,33.91,3,August,2016
Surfside Beach 2,HI,T5,3,17,33.605265,-78.972067,29.21,31.43,3,August,2016
Surfside Beach 2,HI,T5,3,32,33.605265,-78.972067,29.21,29.58,3,August,2016
Sullivan's Island,HI,T1,1,39,32.757513,-79.837562,83.49,0.21,23,June,2016
Sullivan's Island,HI,T1,1,41,32.757513,-79.837562,83.49,0.96,23,June,2016
Sullivan's Island,HI,T1,1,31,32.757513,-79.837562,83.49,2.54,23,June,2016
Sullivan's Island,HI,T1,1,44,32.757513,-79.837562,83.49,0.56,23,June,2016
Sullivan's Island,HI,T1,1,25,32.757513,-79.837562,83.49,3.26,23,June,2016
Sullivan's Island,HI,T1,1,40,32.757513,-79.837562,83.49,1.88,23,June,2016
Sullivan's Island,HI,T1,1,26,32.757513,-79.837562,83.49,2.94,23,June,2016
Sullivan's Island,HI,T1,1,33,32.757513,-79.837562,83.49,2.15,23,June,2016
Sullivan's Island,HI,T1,1,42,32.757513,-79.837562,83.49,0.31,23,June,2016
Sullivan's Island,HI,T1,2,39,32.757513,-79.837562,83.49,1.77,23,June,2016
Sullivan's Island,HI,T1,2,41,32.757513,-79.837562,83.49,1.08,23,June,2016
Sullivan's Island,HI,T1,2,51,32.757513,-79.837562,83.49,0.14,23,June,2016
Sullivan's Island,HI,T1,2,30,32.757513,-79.837562,83.49,3.54,23,June,2016
Sullivan's Island,HI,T1,2,25,32.757513,-79.837562,83.49,4.17,23,June,2016
Sullivan's Island,HI,T1,2,40,32.757513,-79.837562,83.49,0.73,23,June,2016
Sullivan's Island,HI,T1,2,16,32.757513,-79.837562,83.49,2.18,23,June,2016
Sullivan's Island,HI,T1,2,43,32.757513,-79.837562,83.49,1.73,23,June,2016
Sullivan's Island,HI,T1,2,42,32.757513,-79.837562,83.49,3.51,23,June,2016
Sullivan's Island,HI,T1,2,48,32.757513,-79.837562,83.49,0.66,23,June,2016
Sullivan's Island,HI,T1,2,33,32.757513,-79.837562,83.49,2.84,23,June,2016
Sullivan's Island,HI,T1,3,19,32.757513,-79.837562,83.49,4.61,23,June,2016
Sullivan's Island,HI,T1,3,30,32.757513,-79.837562,83.49,1.74,23,June,2016
Sullivan's Island,HI,T1,3,28,32.757513,-79.837562,83.49,2.68,23,June,2016
Sullivan's Island,HI,T1,3,26,32.757513,-79.837562,83.49,3.54,23,June,2016
Sullivan's Island,HI,T1,3,35,32.757513,-79.837562,83.49,0.92,23,June,2016
Sullivan's Island,HI,T1,3,28,32.757513,-79.837562,83.49,2.57,23,June,2016
Sullivan's Island,HI,T1,3,19,32.757513,-79.837562,83.49,4.56,23,June,2016
Sullivan's Island,HI,T1,3,42,32.757513,-79.837562,83.49,1.53,23,June,2016
Sullivan's Island,HI,T2,1,23,32.757513,-79.837562,83.49,32.58,23,June,2016
Sullivan's Island,HI,T2,1,19,32.757513,-79.837562,83.49,31.46,23,June,2016
Sullivan's Island,HI,T2,1,35,32.757513,-79.837562,83.49,30.92,23,June,2016
Sullivan's Island,HI,T2,1,38,32.757513,-79.837562,83.49,32.62,23,June,2016
Sullivan's Island,HI,T2,1,26,32.757513,-79.837562,83.49,33.48,23,June,2016
Sullivan's Island,HI,T2,2,39,32.757513,-79.837562,83.49,34.26,23,June,2016
Sullivan's Island,HI,T2,2,35,32.757513,-79.837562,83.49,32.74,23,June,2016
Sullivan's Island,HI,T2,2,33,32.757513,-79.837562,83.49,30.94,23,June,2016
Sullivan's Island,HI,T2,3,26,32.757513,-79.837562,83.49,33.82,23,June,2016
Sullivan's Island,HI,T2,3,36,32.757513,-79.837562,83.49,34.12,23,June,2016
Sullivan's Island,HI,T2,3,34,32.757513,-79.837562,83.49,33.78,23,June,2016
Sullivan's Island,HI,T2,3,28,32.757513,-79.837562,83.49,31.49,23,June,2016
Sullivan's Island,HI,T2,3,34,32.757513,-79.837562,83.49,33.59,23,June,2016
Sullivan's Island,HI,T2,3,46,32.757513,-79.837562,83.49,32.45,23,June,2016
Sullivan's Island,HI,T3,1,17,32.757513,-79.837562,83.49,56.84,23,June,2016
Sullivan's Island,HI,T3,1,30,32.757513,-79.837562,83.49,59.24,23,June,2016
Sullivan's Island,HI,T3,1,28,32.757513,-79.837562,83.49,57.12,23,June,2016
Sullivan's Island,HI,T3,1,27,32.757513,-79.837562,83.49,55.66,23,June,2016
Sullivan's Island,HI,T3,1,18,32.757513,-79.837562,83.49,58.32,23,June,2016
Sullivan's Island,HI,T3,1,22,32.757513,-79.837562,83.49,54.12,23,June,2016
Sullivan's Island,HI,T3,1,21,32.757513,-79.837562,83.49,55.34,23,June,2016
Sullivan's Island,HI,T3,2,23,32.757513,-79.837562,83.49,58.87,23,June,2016
Sullivan's Island,HI,T3,2,30,32.757513,-79.837562,83.49,57.35,23,June,2016
Sullivan's Island,HI,T3,2,41,32.757513,-79.837562,83.49,57.31,23,June,2016
Sullivan's Island,HI,T3,2,22,32.757513,-79.837562,83.49,57.63,23,June,2016
Sullivan's Island,HI,T3,3,30,32.757513,-79.837562,83.49,58.17,23,June,2016
Sullivan's Island,HI,T3,3,25,32.757513,-79.837562,83.49,59.51,23,June,2016
Sullivan's Island,HI,T3,3,30,32.757513,-79.837562,83.49,56.28,23,June,2016
Sullivan's Island,HI,T3,3,33,32.757513,-79.837562,83.49,59.31,23,June,2016
Sullivan's Island,HI,T3,3,26,32.757513,-79.837562,83.49,57.75,23,June,2016
Sullivan's Island,HI,T4,1,28,32.757513,-79.837562,83.49,82.59,23,June,2016
Sullivan's Island,HI,T4,1,27,32.757513,-79.837562,83.49,82.11,23,June,2016
Sullivan's Island,HI,T4,1,14,32.757513,-79.837562,83.49,82.44,23,June,2016
Sullivan's Island,HI,T4,1,18,32.757513,-79.837562,83.49,83.24,23,June,2016
Sullivan's Island,HI,T4,1,18,32.757513,-79.837562,83.49,79.57,23,June,2016
Sullivan's Island,HI,T4,1,22,32.757513,-79.837562,83.49,79.31,23,June,2016
Sullivan's Island,HI,T4,2,21,32.757513,-79.837562,83.49,78.86,23,June,2016
Sullivan's Island,HI,T4,2,23,32.757513,-79.837562,83.49,79.82,23,June,2016
Sullivan's Island,HI,T4,2,30,32.757513,-79.837562,83.49,80.77,23,June,2016
Sullivan's Island,HI,T4,2,19,32.757513,-79.837562,83.49,81.96,23,June,2016
Sullivan's Island,HI,T4,2,12,32.757513,-79.837562,83.49,81.7,23,June,2016
Sullivan's Island,HI,T4,3,18,32.757513,-79.837562,83.49,82.69,23,June,2016
Sullivan's Island,HI,T4,3,22,32.757513,-79.837562,83.49,81.74,23,June,2016
Sullivan's Island,HI,T4,3,26,32.757513,-79.837562,83.49,81.23,23,June,2016
Sullivan's Island,HI,T4,3,13,32.757513,-79.837562,83.49,81.57,23,June,2016
Sullivan's Island,HI,T5,1,29,32.757513,-79.837562,83.49,85.49,23,June,2016
Sullivan's Island,HI,T5,1,20,32.757513,-79.837562,83.49,85.92,23,June,2016
Sullivan's Island,HI,T5,1,19,32.757513,-79.837562,83.49,87.23,23,June,2016
Sullivan's Island,HI,T5,1,21,32.757513,-79.837562,83.49,84.36,23,June,2016
Sullivan's Island,HI,T5,1,18,32.757513,-79.837562,83.49,86.73,23,June,2016
Sullivan's Island,HI,T5,1,26,32.757513,-79.837562,83.49,86.11,23,June,2016
Sullivan's Island,HI,T5,1,18,32.757513,-79.837562,83.49,85.49,23,June,2016
Sullivan's Island,HI,T5,1,25,32.757513,-79.837562,83.49,84.21,23,June,2016
Sullivan's Island,HI,T5,2,19,32.757513,-79.837562,83.49,84.97,23,June,2016
Sullivan's Island,HI,T5,2,21,32.757513,-79.837562,83.49,87.23,23,June,2016
Sullivan's Island,HI,T5,2,19,32.757513,-79.837562,83.49,86.25,23,June,2016
Sullivan's Island,HI,T5,2,20,32.757513,-79.837562,83.49,89.14,23,June,2016
Sullivan's Island,HI,T5,2,24,32.757513,-79.837562,83.49,86.58,23,June,2016
Sullivan's Island,HI,T5,2,19,32.757513,-79.837562,83.49,86.34,23,June,2016
Sullivan's Island,HI,T5,2,22,32.757513,-79.837562,83.49,87.42,23,June,2016
Sullivan's Island,HI,T5,2,33,32.757513,-79.837562,83.49,87.71,23,June,2016
Sullivan's Island,HI,T5,3,18,32.757513,-79.837562,83.49,84.35,23,June,2016
Sullivan's Island,HI,T5,3,19,32.757513,-79.837562,83.49,83.84,23,June,2016
Sullivan's Island,HI,T5,3,28,32.757513,-79.837562,83.49,84.11,23,June,2016
Sullivan's Island,HI,T5,3,15,32.757513,-79.837562,83.49,83.91,23,June,2016
Sullivan's Island,HI,T5,3,17,32.757513,-79.837562,83.49,85.64,23,June,2016
Sullivan's Island,HI,T5,3,23,32.757513,-79.837562,83.49,86.72,23,June,2016
Sullivan's Island,HI,T5,3,19,32.757513,-79.837562,83.49,85.34,23,June,2016
Sullivan's Island,HI,T5,3,18,32.757513,-79.837562,83.49,86.29,23,June,2016
Sullivan's Island,HI,T5,3,23,32.757513,-79.837562,83.49,84.22,23,June,2016
Sullivan's Island,HI,T5,3,15,32.757513,-79.837562,83.49,85.64,23,June,2016
Isle of Palm 2,HI,T1,1,29,32.778406,-79.800705,22.65,2.47,24,July,2016
Isle of Palm 2,HI,T1,1,36,32.778406,-79.800705,22.65,2.69,24,July,2016
Isle of Palm 2,HI,T1,1,22,32.778406,-79.800705,22.65,3.15,24,July,2016
Isle of Palm 2,HI,T1,1,23,32.778406,-79.800705,22.65,2.72,24,July,2016
Isle of Palm 2,HI,T1,1,26,32.778406,-79.800705,22.65,1.82,24,July,2016
Isle of Palm 2,HI,T1,1,20,32.778406,-79.800705,22.65,3.28,24,July,2016
Isle of Palm 2,HI,T1,1,54,32.778406,-79.800705,22.65,0.53,24,July,2016
Isle of Palm 2,HI,T1,1,17,32.778406,-79.800705,22.65,4.12,24,July,2016
Isle of Palm 2,HI,T1,1,22,32.778406,-79.800705,22.65,2.54,24,July,2016
Isle of Palm 2,HI,T1,1,19,32.778406,-79.800705,22.65,4.62,24,July,2016
Isle of Palm 2,HI,T1,1,23,32.778406,-79.800705,22.65,2.37,24,July,2016
Isle of Palm 2,HI,T1,1,26,32.778406,-79.800705,22.65,1.41,24,July,2016
Isle of Palm 2,HI,T1,2,21,32.778406,-79.800705,22.65,3.55,24,July,2016
Isle of Palm 2,HI,T1,2,39,32.778406,-79.800705,22.65,1.78,24,July,2016
Isle of Palm 2,HI,T1,2,51,32.778406,-79.800705,22.65,0.92,24,July,2016
Isle of Palm 2,HI,T1,2,35,32.778406,-79.800705,22.65,2.32,24,July,2016
Isle of Palm 2,HI,T1,2,46,32.778406,-79.800705,22.65,0.19,24,July,2016
Isle of Palm 2,HI,T1,2,30,32.778406,-79.800705,22.65,3.66,24,July,2016
Isle of Palm 2,HI,T1,2,33,32.778406,-79.800705,22.65,1.54,24,July,2016
Isle of Palm 2,HI,T1,2,24,32.778406,-79.800705,22.65,2.85,24,July,2016
Isle of Palm 2,HI,T1,3,18,32.778406,-79.800705,22.65,4.52,24,July,2016
Isle of Palm 2,HI,T1,3,32,32.778406,-79.800705,22.65,2.34,24,July,2016
Isle of Palm 2,HI,T1,3,24,32.778406,-79.800705,22.65,1.68,24,July,2016
Isle of Palm 2,HI,T1,3,25,32.778406,-79.800705,22.65,1.56,24,July,2016
Isle of Palm 2,HI,T1,3,32,32.778406,-79.800705,22.65,0.93,24,July,2016
Isle of Palm 2,HI,T1,3,17,32.778406,-79.800705,22.65,4.11,24,July,2016
Isle of Palm 2,HI,T1,3,27,32.778406,-79.800705,22.65,2.81,24,July,2016
Isle of Palm 2,HI,T1,3,21,32.778406,-79.800705,22.65,3.64,24,July,2016
Isle of Palm 2,HI,T1,3,36,32.778406,-79.800705,22.65,1.41,24,July,2016
Isle of Palm 2,HI,T1,3,46,32.778406,-79.800705,22.65,0.51,24,July,2016
Isle of Palm 2,HI,T1,3,38,32.778406,-79.800705,22.65,1.29,24,July,2016
Isle of Palm 2,HI,T2,1,20,32.778406,-79.800705,22.65,7.85,24,July,2016
Isle of Palm 2,HI,T2,1,17,32.778406,-79.800705,22.65,9.35,24,July,2016
Isle of Palm 2,HI,T2,1,25,32.778406,-79.800705,22.65,8.86,24,July,2016
Isle of Palm 2,HI,T2,1,25,32.778406,-79.800705,22.65,6.13,24,July,2016
Isle of Palm 2,HI,T2,1,19,32.778406,-79.800705,22.65,8.59,24,July,2016
Isle of Palm 2,HI,T2,1,42,32.778406,-79.800705,22.65,5.83,24,July,2016
Isle of Palm 2,HI,T2,1,19,32.778406,-79.800705,22.65,8.39,24,July,2016
Isle of Palm 2,HI,T2,2,26,32.778406,-79.800705,22.65,6.78,24,July,2016
Isle of Palm 2,HI,T2,2,34,32.778406,-79.800705,22.65,7.16,24,July,2016
Isle of Palm 2,HI,T2,2,28,32.778406,-79.800705,22.65,5.82,24,July,2016
Isle of Palm 2,HI,T2,2,23,32.778406,-79.800705,22.65,8.31,24,July,2016
Isle of Palm 2,HI,T2,2,30,32.778406,-79.800705,22.65,9.65,24,July,2016
Isle of Palm 2,HI,T2,2,18,32.778406,-79.800705,22.65,9.41,24,July,2016
Isle of Palm 2,HI,T2,2,21,32.778406,-79.800705,22.65,7.35,24,July,2016
Isle of Palm 2,HI,T2,3,12,32.778406,-79.800705,22.65,9.87,24,July,2016
Isle of Palm 2,HI,T2,3,26,32.778406,-79.800705,22.65,5.94,24,July,2016
Isle of Palm 2,HI,T2,3,18,32.778406,-79.800705,22.65,8.63,24,July,2016
Isle of Palm 2,HI,T2,3,22,32.778406,-79.800705,22.65,7.85,24,July,2016
Isle of Palm 2,HI,T2,3,26,32.778406,-79.800705,22.65,6.34,24,July,2016
Isle of Palm 2,HI,T2,3,26,32.778406,-79.800705,22.65,8.96,24,July,2016
Isle of Palm 2,HI,T2,3,39,32.778406,-79.800705,22.65,5.12,24,July,2016
Isle of Palm 2,HI,T2,3,33,32.778406,-79.800705,22.65,7.34,24,July,2016
Isle of Palm 2,HI,T3,1,22,32.778406,-79.800705,22.65,13.84,24,July,2016
Isle of Palm 2,HI,T3,1,19,32.778406,-79.800705,22.65,11.39,24,July,2016
Isle of Palm 2,HI,T3,1,21,32.778406,-79.800705,22.65,11.71,24,July,2016
Isle of Palm 2,HI,T3,1,27,32.778406,-79.800705,22.65,12.56,24,July,2016
Isle of Palm 2,HI,T3,1,18,32.778406,-79.800705,22.65,14.19,24,July,2016
